text,polarity,magnitude
Would you please tell me the way to the station?,-1,0.3
Please show me the way to the station.,-1,0.8
Could you tell me the way to the station?,-1,0.3
I passed the city hall on my way to the station.,1,0.1
I was caught in a shower on my way to the station.,1,0
How can I get to the station?,-1,0.3
Could you tell me how to get to the station?,-1,0.2
How long does it take to the train station by taxi?,-1,0.4
Is this the right way to the station?,-1,0.1
Can you tell me how to get to the station?,-1,0.2
"On arriving at the station, I went to see my uncle at his office.",-1,0
The station is a little way off.,-1,0.4
The station is the middle of the city.,-1,0.5
The station is to the west of the hotel.,-1,0.5
Where is the railroad station?,-1,0.8
The station is situated in between the two towns.,-1,0.2
The station is near at hand.,-1,0
The station is nearby.,1,0
The station is dead ahead.,-1,0.7
The station is about three miles from here.,1,0
The station is a ten minute drive from here.,1,0
The station is near here. You'll be in time for the train.,0,0.1
The station is not far from here.,-1,0.9
The station is two miles away.,-1,0.8
The station is 100 meters away.,-1,0.3
You pay for the convenience of living near a station.,-1,0.8
There is a post office in front of the station.,-1,0.2
There is a fountain in front of the station.,-1,0.1
"Wherever you go, you see a lot of bicycles left on sidewalks near stations.",1,0.8
It is a great convenience to live near a station.,1,0.9
Is there a bank near the station?,-1,0.4
There is a taxi stand near the station.,-1,0
There's one just near the station.,-1,0
The train started before we got to the station.,-1,0.4
"The moment she arrived at the station, she phoned her mother.",1,0
"On arriving at the station, I called a friend of mine.",1,0.1
"On arriving at the station, she rang up her mother.",1,0
"On his arrival at the station, he called a taxi.",-1,0.1
"On my arrival at the station, I will call you.",1,0
The sky had become threatening before I got to the station.,-1,0.8
"Arriving at the station, I found the train had already left.",-1,0.8
"Arriving at the station, she called up her brother.",1,0.1
"Arriving at the station, I found my train gone.",-1,0.3
The train had already started when I got to the station.,-1,0.7
It was snowing when I reached the station.,-1,0.3
"As I reached the station, I got off the bus.",-1,0.1
"When I arrived at the station, the train was just about to leave.",-1,0.3
The train was just on the point of starting when I got to the station.,-1,0.7
We must hurry if we want to arrive at the station on time.,1,0
"Could you tell me the way to the station, please?",-1,0.6
I'll show you the way to the station.,-1,0.4
I ran into an old classmate of mine on my way to the station.,-1,0.5
We needed a taxi to take us to the station.,1,0
Please tell me which bus to take to get to the station.,-1,0.5
I could not find my brother who was to meet me at the station.,-1,0.4
Can you pick me up at the station?,1,0
Please come to meet me at the station.,-1,0.2
"Although it was a long way back to the station, little by little the old wagon drew near.",-1,0.5
You can go to the station by bus.,1,0.1
Buses run between the station and the airport.,1,0
I bought a box lunch at the station.,1,0.1
Please wait for me at the station.,-1,0.7
Please drop me off at the station.,-1,0.7
I ran into my old teacher at the station.,-1,0.3
We ran into each other at the station.,-1,0
Will you wait for us at the station?,-1,0.1
I met with an old friend of mine at the station.,-1,0
An American spoke to me at the station.,-1,0.2
I met a certain gentleman at the station.,1,0
I'll drop you off at the station.,-1,0.4
Who did you see at the station?,-1,0.2
The man you met at the station is my father.,1,0.2
"I waited for him at the station for an hour, but he didn't show up.",-1,0.8
I called my mother up from the station.,-1,0
Do you know how far it is from the station to city hall?,-1,0
It took only about five minutes to get to my uncle's house from the station by car.,-1,0.3
It takes twenty minutes to walk from the station to school.,-1,0.8
It was a good five kilometers from the station to the school.,1,0.2
The office for disease control reported a 10 percent spread.,-1,0.4
An epidemic has broken out.,-1,0.6
Liquids are heavier than gases.,1,0
You can't see too well with these LCD displays.,1,0
A sharp tongue is the only edged tool that grows keener with constant use.,1,0.8
The satellite is now in orbit.,1,0
Where is the sanitary section?,-1,0.8
Some satellites have exploded or collided.,1,0.2
The satellite is in orbit around the moon.,1,0.5
Like knows like.,1,0.8
"Who loves not women, wine and song remains a fool his whole life long.",-1,0.4
No man is a hero to his valet.,-1,0.3
The first man that succeed in swimming the Channel was Captain Webb.,-1,0.6
Some English words derive from Japanese.,1,0.3
"Do a composition exercise, please.",1,0.2
The best way to master English composition is to keep a diary in English.,1,0.8
What a big mistake you made in your English composition!,-1,0.5
The English are a taciturn people.,-1,0.2
England proper does not include Wales.,-1,0.7
The English ambassador demanded to meet with the President directly.,-1,0.9
Englishmen rarely talk to strangers in the train.,-1,0
British people are used to standing in queues.,-1,0.2
The British have a lot of respect for law and order.,1,0.6
Englishmen are the heirs of liberty.,1,0
An Englishman is an alien in the United States.,-1,0
The English are generally a conservative people.,-1,0
"Englishmen are, on the whole, conservative.",1,0.1
The English are a great nation.,1,0.7
The English have adopted many words from French.,1,0
"Some people say that English politeness is, at bottom, really fear.",-1,0.3
"As an Englishman, he is particularly sensitive to the differences between English and American usage.",1,0
I hear it takes time to make friends with the English people.,-1,0.4
Please behave like an English gentleman.,-1,0.9
Elizabeth II is the Queen of England.,1,0.6
Have you ever been to Britain?,-1,0
"Alfred, King of England, was a great scholar as well as a great ruler.",1,0.8
Many immigrants to Britain have come from Asia.,1,0.1
England established many colonies.,-1,0
England expects that every man will do his duty.,1,0.3
Great Britain is no longer in control of world politics.,1,0.4
Britain is separated from the Continent by the Channel.,-1,0.8
In 1971 the United Kingdom changed its currency to the decimal system.,-1,0.5
English law prohibits children under 16 from buying cigarettes.,-1,0.6
The South East region of England is densely populated.,1,0.1
Britain's currency crisis has turned into a political one over government failure to stop the pound from going into free-fall.,-1,0.7
"In the imperial measurement system, four quarts equals one gallon.",1,0.8
"London, the capital of England, is on the Thames.",-1,0
The English poet Percy Shelley went so far as to call hell a city much like London.,-1,0.3
The English sovereign is generally said to reign but not rule.,-1,0.8
"The climate of England is not so mild as that of Japan, but in summer it is much cooler.",1,0.8
They have few earthquakes in England.,1,0
"Unlike Great Britain, the Upper House in the United States is an elected body.",1,0.5
"In England, Labor Day is in May.",1,0.1
"The queen reigns, but does not rule in England.",-1,0.3
"In Great Britain the king reigns, but does not govern.",1,0.8
They drink a good deal of tea in England.,1,0.8
"In Britain, the banks open at 9:00 in the morning.",-1,0.2
The English team beat the Brazilian team in the international football tournament.,1,0.8
We will employ a man who can speak English.,-1,0.5
You will be able to speak English.,-1,0.1
Can you speak English?,-1,0.5
Pay more attention to intonation when you speak English.,-1,0.7
Speaking English is very difficult for me.,-1,0.8
She speaks English better than any of her classmates.,1,0.9
Don't be afraid to make mistakes when speaking English.,-1,0.5
It is not difficult to speak English.,-1,0.7
I found it easy to speak English.,1,0.2
You speak good English.,1,0.2
Don't be afraid of making mistakes when you speak English.,-1,0.7
Don't be afraid of making mistakes when speaking English.,-1,0.6
"Developing his ability of speaking English, it seems, is his purpose of studying abroad.",1,0.4
Speaking English is not easy.,-1,0.7
Speaking English is useful.,1,0.1
Speaking English is difficult.,-1,0.7
Is it hard to speak English?,-1,0.7
"To speak English is not easy, but it is interesting.",-1,0.2
To speak English is not easy.,-1,0.8
Speaking English is a lot of fun.,1,0.5
She is above any of her classmates in speaking English.,1,0.4
Let's speak English.,-1,0.6
That boy who is speaking English is taller than I.,-1,0.4
Must I speak English?,-1,0.1
Have you begun studying English?,-1,0.5
Let's study English.,1,0.3
You had to study English.,-1,0.1
I'm studying English.,-1,0.1
Don't translate English into Japanese word for word.,-1,0.9
It is impossible to master English in a short time.,-1,0.8
You ought to read English aloud.,-1,0.2
English is difficult to learn.,-1,0.5
What do you think is the best way to learn English?,1,0.6
The position requires applicants to be skilled in spoken English.,-1,0.5
To speak English well is difficult.,-1,0.6
I can speak a little English.,-1,0
You must exercise more care in writing English.,1,0.3
"When he writes English, he often consults the dictionary.",-1,0.1
"When writing English, she rarely makes a mistake.",-1,0.7
You should persist in your efforts to learn English.,-1,0.9
It is not easy to master English.,-1,0.7
It's hard to master English.,-1,0.6
To master English is hard.,-1,0.6
Teaching English is his profession.,1,0.1
I hear you are taking English lessons.,-1,0.6
All students of English should have a good English-English dictionary at hand.,1,0.4
What's your purpose in studying English?,-1,0.7
To study English is important for young people.,1,0.4
To study English is important for today's young people.,1,0.5
What is the best way to learn English?,1,0.6
What is the easiest way to learn English?,1,0
Students of English often mix up the words 'lie' and 'lay'.,-1,0.3
Those who learn English cannot do without English dictionaries.,-1,0.3
Learning English is hard work.,1,0.3
The best way to learn English is to go to America.,1,0.7
Learning English requires patience.,1,0.7
I don't think that there is any better way to learn English than by living in America.,-1,0.7
Someone who knows English well must have written this.,1,0.5
Don't give up English.,-1,0.9
I do not support the theory that one has to study Latin in order to understand English better.,-1,0.6
English isn't easy to master.,-1,0
To master English is difficult.,-1,0.6
You're much less likely to get a good position if you don't speak English.,-1,0.8
I've studied English for five years.,1,0.2
"I cannot speak English, much less Spanish.",-1,0.8
You must study English every day.,1,0.9
Is English more difficult than Japanese?,-1,0.4
English is studied in Japan.,-1,0
"English is difficult, isn't it?",-1,0.8
English is a means of communication.,1,0
"English is studied in China, too.",-1,0.6
You have to study English step by step.,-1,0.5
"I like English so much, but sometimes it is very difficult for me.",1,0.5
English is spoken in a lot of countries.,-1,0.2
English is spoken by more people than any other language.,-1,0
English has spread all over the country.,-1,0.4
English is spoken in many countries around the world.,-1,0
English is a language spoken all over the world.,-1,0.1
English is studied all over the world.,-1,0.3
English is used in every part of the world.,-1,0.4
English is spoken in many parts of the world.,-1,0
English is the world's language.,-1,0
English is as fine a means of communication as any in the world.,1,0.1
English is by far the most widely-spoken language in the world.,1,0.3
English is useful in commerce.,1,0
English is not easy for us.,-1,0.5
English is not my native language.,-1,0.8
English is not easy for me.,-1,0.6
English has become my favorite subject.,1,0.8
English is a very important language in today's world.,1,0.4
"English is just one of over 2,700 languages in the world today.",1,0.2
